"Term","HR","CI95_L","CI95_U","P_value"
"risk_score",1.06606805180419,0.873462988349517,1.30114395943107,0.529171035755641
"MKI67_z",1.03169106471508,0.813152446296429,1.30896298456799,0.797262441484531
"CellCycle_z",1.46861284373323,1.06888442574316,2.01782684154895,0.0177435497837478
