"Dataset","Threshold","NetBenefit_Model","NetBenefit_All","NetBenefit_None"
"TCGA-LIHC",0.24,0.266666666666667,0.392712550607287,0
"TCGA-LIHC",0.25,0.239316239316239,0.384615384615385,0
"TCGA-LIHC",0.26,0.231046431046431,0.376299376299376,0
"TCGA-LIHC",0.27,0.218124341412013,0.367755532139094,0
"TCGA-LIHC",0.28,0.213960113960114,0.358974358974359,0
"TCGA-LIHC",0.29,0.202889129649693,0.349945828819068,0
"TCGA-LIHC",0.3,0.191941391941392,0.340659340659341,0
"TCGA-LIHC",0.31,0.181122259383129,0.331103678929766,0
"TCGA-LIHC",0.32,0.180693815987934,0.321266968325792,0
"TCGA-LIHC",0.33,0.172675086107922,0.31113662456946,0
"TCGA-LIHC",0.34,0.167521367521368,0.300699300699301,0
"TCGA-LIHC",0.35,0.162524654832347,0.289940828402367,0
"TCGA-LIHC",0.36,0.154807692307692,0.278846153846154,0
"TCGA-LIHC",0.37,0.152136752136752,0.267399267399267,0
"TCGA-LIHC",0.38,0.133995037220844,0.255583126550868,0
"TCGA-LIHC",0.39,0.132576712904582,0.243379571248424,0
"TCGA-LIHC",0.4,0.131623931623932,0.230769230769231,0
"TCGA-LIHC",0.41,0.132724902216428,0.217731421121252,0
"TCGA-LIHC",0.42,0.137754199823165,0.204244031830239,0
"TCGA-LIHC",0.43,0.129194781826361,0.190283400809717,0
"TCGA-LIHC",0.44,0.135164835164835,0.175824175824176,0
"TCGA-LIHC",0.45,0.137529137529138,0.160839160839161,0
"TCGA-LIHC",0.46,0.130674264007597,0.145299145299145,0
"TCGA-LIHC",0.47,0.128882438316401,0.129172714078374,0
"TCGA-LIHC",0.48,0.12189349112426,0.112426035502958,0
"TCGA-LIHC",0.49,0.119959778783308,0.0950226244343891,0
"TCGA-LIHC",0.5,0.117948717948718,0.0769230769230769,0
"TCGA-LIHC",0.51,0.116064887493459,0.0580847723704865,0
"TCGA-LIHC",0.52,0.114529914529915,0.0384615384615383,0
